code,name,description
D33,Tesla,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D34,Texas,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D35,Caloría termoquímica,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D37,Caloría termoquímica por gramo kelvin,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D38,Calorías termoquímicas por segundo centímetro kelvin,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D39,Calorías termoquímicas por segundo centímetro cuadrado kelvin,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D40,Mil litros,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D41,Tonelada por metro cúbico,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D42,Año tropical,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D43,Unidad de masa atómica unificada,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D44,Var,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D45,Voltios al cuadrado por kelvin al cuadrado,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D46,Voltio – amperio,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D47,Voltio por centímetro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D48,Voltio por kelvin,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D49,Milivoltios por kelvin,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D5,Kilogramo por centímetro cuadrado,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D50,Voltios por metro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D51,Voltios por milímetro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D52,Vatios por kelvin,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D53,Vatios por metro kelvin,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D54,Vatios por metro cuadrado,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D55,Vatios por metro cuadrado kelvin,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D56,Vatios por metro cuadrado de kelvin a la cuarta potencia,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D57,Vatios por steradian,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D58,Vatios por metro cuadrado esterlino,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D59,Weber por metro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D6,Röntgen por segundo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D60,Weber por milímetro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D61,Minuto,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D62,Segundo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D63,Libro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D64,Bloquear,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D65,Redondo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D66,Casete,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D67,Dólar por hora,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D69,Pulgada a la cuarta potencia,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D7,Sandwich,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D70,Tabla Internacional (IT) caloría,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D71,Tabla Internacional (IT) calorías por segundo centímetro kelvin,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D72,Tabla Internacional (IT) calorías por segundo centímetro cuadrado kelvin,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D73,Joule metro cuadrado,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D74,Kilogramo por mol,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D75,Tabla Internacional (IT) calorías por gramo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D76,Tabla Internacional (IT) calorías por gramo kelvin,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D77,Megacoulomb,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D79,Haz,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D8,Puntaje de drenaje,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D80,Microwatt,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D81,Microtesla,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D82,Microvoltio,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D83,Medidor de millinewton,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D85,Microwatt por metro cuadrado,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D86,Millicoulomb,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D87,Milimol por kilogramo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D88,Millicoulomb por metro cúbico,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D89,Millicoulomb por metro cuadrado,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D9,Dina por centímetro cuadrado,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D90,Metro cúbico (neto),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D91,Movimiento rápido del ojo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D92,Banda,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D93,Segundo por metro cúbico,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D94,Segundo por metro cúbico radianes,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D95,Julios por gramo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D96,Libra bruta,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D97,Carga de palet / unidad,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D98,Libra de masa,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
D99,Manga,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DAA,Despreciar,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DAD,Diez dias,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DAY,Día,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DB,Libra seca,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DC,Disco,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DD,La licenciatura,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DE,Acuerdo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DEC,Década,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DG,Decigramo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DI,Dispensador,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DJ,Decagramo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DLT,Decilitro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DMK,Nformaci cuadrado,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DMQ,Decímetro cúbico,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DMT,Decímetro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DN,Medidor de decinewton,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DPC,Docena pieza,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DPR,Docena par,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DPT,Tonelaje de desplazamiento,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DQ,Registro de datos,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DR,Tambor,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DRA,Dram (US),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DRI,Dram (Reino Unido),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DRL,Docena rollo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DRM,Dracma (Reino Unido),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DS,Monitor,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DT,Tonelada seca,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DTN,Decitonne,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DU,Dina,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DWT,Pennyweight,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DX,Dina por centímetro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DY,Libro de directorio,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DZN,Docena,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
DZP,Paquete de doce,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
E2,Cinturón,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
E3,Remolque,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
E4,Kilogramo bruto,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
E5,Tonelada métrica larga,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
EA,Cada,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
EB,Casilla de correo electrónico,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
EN,Onza por yarda cuadrada,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
EP,Paquete de once,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
EQ,Galón equivalente,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
EV,Sobre,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
F1,Mil pies cúbicos por día,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
F9,Fibra por centímetro cúbico de aire,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
FAH,Grado Fahrenheit,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
FAR,Faradio,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
FB,Campo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
FC,Mil pies cúbicos,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
FD,Millón de partículas por pie cúbico,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
FE,Pie de pista,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
FF,Cien metros cúbicos,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
FG,Parche transdérmico,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
FH,Micromol,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
FL,Tonelada en escamas,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
FM,Millones de pies cúbicos,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
FOT,Pie,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
FP,Libra por pie cuadrado,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
FR,Pie por minuto,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
FS,Pie por segundo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
FTK,Pie cuadrado,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
FTQ,Pie cubico,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
G2,US galones por minuto,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
G3,Galon imperial por minuto,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
G7,Hoja de microficha,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GB,Galón (US) por día,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GBQ,Gigabecquerel,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GC,Gramo por 100 gramo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GD,Barril bruto,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GE,Libra por galón (US),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GF,Gramo por metro (gramo por 100 centímetros),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GFI,Gramo de isótopo fisionable,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GGR,Gramo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GH,Medio galón (EE. UU.),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GIA,Branquias,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GII,Gill (Reino Unido),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GJ,Gramo por mililitro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GL,Gramo por litro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GLD,Galón seco (EE. UU.),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GLI,Galón (Reino Unido),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GLL,Galón,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GM,Gramo por metro cuadrado,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GN,Galón bruto,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GO,Miligramos por metro cuadrado,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GP,Miligramo por metro cúbico,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GQ,Microgramos por metro cúbico,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GRM,Gramo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GRN,Grano,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GRO,Bruto,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GRT,Tonelada de registro bruto,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GT,Tonelada bruta,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GV,Gigajoule,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GW,Galón por mil pies cúbicos,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GWH,Hora de gigavatios,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GY,Patio bruto,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
GZ,Sistema de medición,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
H1,Media página – electrónica,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
H2,Medio litro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HA,Madeja,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HAR,Hectárea,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HBA,Hectobar,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HBX,Cien cajas,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HC,Cien cuentas,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HD,Media docena,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HF,Cien pies,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HGM,Hectogramo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HH,Cien pies cúbicos,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HI,Cien hojas,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HIU,Cien unidades internacionales,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HJ,Caballo métrico,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HK,Cien kilogramos,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HL,Cien pies (lineales),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HLT,Hectolitro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HM,Milla por hora,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HMQ,Millones de metros cúbicos,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HMT,Hectómetro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HN,Milímetro convencional de mercurio,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HO,Cien onzas troy,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HP,Milímetro convencional de agua,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HPA,Hectolitro de alcohol puro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HS,Cien pies cuadrados,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HT,Media hora,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HTZ,Hertz,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HUR,Hora,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
HY,Cien yardas,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
IA,Pulgada libra,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
IC,Contar por pulgada,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
IE,Persona,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
IF,Pulgadas de agua,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
II,Columna pulgada,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
IL,Pulgada por minuto,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
IM,Impresión,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
INH,Pulgada,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
INK,Pulgada cuadrada,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
INQ,Pulgada en cubos,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
IP,Póliza de seguros,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
IT,Conteo por centímetro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
ITS,Piedra (Reino Unido),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
IU,Pulgada por segundo (velocidad lineal),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
IV,Pulgada por segundo al cuadrado (aceleración),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
J2,Julios por kilogramo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
JB,Jumbo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
JE,Joule por kelvin,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
JG,Jarra,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
JK,Megajulio por kilogramo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
JM,Megajulio por metro cúbico,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
JO,Articulación,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
JOU,Joule,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
JR,Tarro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
K1,Demanda de kilovatios,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
K2,Kilovoltios amperios reactivos de demanda,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
K3,Kilovoltio amperio hora reactiva,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
K5,Amperios kilovoltios (reactivos),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
K6,Kilolitro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KA,Pastel,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KB,Kilocharacter,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KBA,Kilobar,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KD,Kilogramo decimal,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KEL,Kelvin,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KF,Kilopacket,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KG,Barrilete,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KGM,Kilogramo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KGS,Kilogramo por segundo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KHZ,Kilohercio,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KI,Kilogramo por milímetro de ancho,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KJ,Kilosegmento,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KJO,Kilojoule,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KL,Kilogramo por metro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KMH,Kilómetro por hora,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KMK,Kilometro cuadrado,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KMQ,Kilogramo por metro cúbico,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KNI,Kilogramo de nitrógeno,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KNS,Kilogramo de sustancia nombrada,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KNT,Nudo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KO,Milliequivalencia de potasa cáustica por gramo de producto.,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KPA,Kilopascal,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KPH,Kilogramo de hidróxido de potasio (potasa cáustica),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KPO,Kilogramo de óxido de potasio,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KPP,Kilogramo de pentóxido de fósforo (anhídrido fosfórico),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KR,KilorÃ¶ntgen,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KS,Mil libras por pulgada cuadrada,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KSD,Kilogramo de sustancia 90% seca,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KSH,Kilogramo de hidróxido de sodio (soda cáustica),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KT,Equipo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KTM,Kilómetro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KTN,Kilotonne,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KUR,Kilogramo de uranio,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KVA,Kilovoltio – ampere,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KVR,Kilovar,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KVT,Kilovoltio,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KW,Kilogramos por milímetro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KWH,Kilovatios hora,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KWT,Kilovatio,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
KX,Mililitro por kilogramo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
