code,name,parent_code,level,category,is_posting,is_active
311510,Aportes de socios-fondo mutuo de inversión,3115,4,Patrimonio,true,true,
311515,Contribución de la empresa-fondo mutuo de inversión,3115,4,Patrimonio,true,true,
311520,Suscripciones del público,3115,4,Patrimonio,true,true,
3120,Capital asignado,31,3,Patrimonio,true,true,
3125,Inversión suplementaria al capital asignado,31,3,Patrimonio,true,true,
3130,Capital de personas naturales,31,3,Patrimonio,true,true,
3135,Aportes del Estado,31,3,Patrimonio,true,true,
3140,Fondo social,31,3,Patrimonio,true,true,
32,Superávit de capital,3,2,Patrimonio,false,true,
3205,"Prima en colocación de acciones, cuotas o partes de interés social",32,3,Patrimonio,false,true,
320505,Prima en colocación de acciones,3205,4,Patrimonio,true,true,
320510,Prima en colocación de acciones por cobrar (DB),3205,4,Patrimonio,true,true,
320515,Prima en colocación de cuotas o partes de interés social,3205,4,Patrimonio,true,true,
3210,Donaciones,32,3,Patrimonio,false,true,
321005,En dinero,3210,4,Patrimonio,true,true,
321010,En valores mobiliarios,3210,4,Patrimonio,true,true,
321015,En bienes muebles,3210,4,Patrimonio,true,true,
321020,En bienes inmuebles,3210,4,Patrimonio,true,true,
321025,En intangibles,3210,4,Patrimonio,true,true,
3215,Crédito mercantil,32,3,Patrimonio,true,true,
3220,Know how,32,3,Patrimonio,true,true,
3225,Superávit método de participación,32,3,Patrimonio,false,true,
322505,De acciones,3225,4,Patrimonio,true,true,
322510,De cuotas o partes de interés social,3225,4,Patrimonio,true,true,
33,Reservas,3,2,Patrimonio,false,true,
3305,Reservas obligatorias,33,3,Patrimonio,false,true,
330505,Reserva legal,3305,4,Patrimonio,true,true,
330510,Reservas por disposiciones fiscales,3305,4,Patrimonio,true,true,
330515,Reserva para readquisición de acciones,3305,4,Patrimonio,true,true,
330516,Acciones propias readquiridas (DB),3305,4,Patrimonio,true,true,
330517,Reserva para readquisición de cuotas o partes de interés social,3305,4,Patrimonio,true,true,
330518,Cuotas o partes de interés social propias readquiridas (DB),3305,4,Patrimonio,true,true,
330520,Reserva para extensión agropecuaria,3305,4,Patrimonio,true,true,
330525,Reserva Ley 7ª de 1990,3305,4,Patrimonio,true,true,
330530,Reserva para reposición de semovientes,3305,4,Patrimonio,true,true,
330535,Reserva Ley 4ª de 1980,3305,4,Patrimonio,true,true,
330595,Otras,3305,4,Patrimonio,true,true,
3310,Reservas estatutarias,33,3,Patrimonio,false,true,
331005,Para futuras capitalizaciones,3310,4,Patrimonio,true,true,
331010,Para reposición de activos,3310,4,Patrimonio,true,true,
331015,Para futuros ensanches,3310,4,Patrimonio,true,true,
331095,Otras,3310,4,Patrimonio,true,true,
3315,Reservas ocasionales,33,3,Patrimonio,false,true,
331505,Para beneficencia y civismo,3315,4,Patrimonio,true,true,
331510,Para futuras capitalizaciones,3315,4,Patrimonio,true,true,
331515,Para futuros ensanches,3315,4,Patrimonio,true,true,
331520,"Para adquisición o reposición de propiedades, planta y equipo",3315,4,Patrimonio,true,true,
331525,Para investigaciones y desarrollo,3315,4,Patrimonio,true,true,
331530,Para fomento económico,3315,4,Patrimonio,true,true,
331535,Para capital de trabajo,3315,4,Patrimonio,true,true,
331540,Para estabilización de rendimientos,3315,4,Patrimonio,true,true,
331545,A disposición del máximo órgano social,3315,4,Patrimonio,true,true,
331595,Otras,3315,4,Patrimonio,true,true,
34,Revalorización del patrimonio,3,2,Patrimonio,false,true,
3405,Ajustes por inflación,34,3,Patrimonio,false,true,
340505,De capital social,3405,4,Patrimonio,true,true,
340510,De superávit de capital,3405,4,Patrimonio,true,true,
340515,De reservas,3405,4,Patrimonio,true,true,
340520,De resultados de ejercicios anteriores,3405,4,Patrimonio,true,true,
340525,De activos en período improductivo,3405,4,Patrimonio,true,true,
340530,De saneamiento fiscal,3405,4,Patrimonio,true,true,
340535,De ajustes Decreto 3019 de 1989,3405,4,Patrimonio,true,true,
340540,"De dividendos y participaciones decretadas en acciones, cuotas o partes de interés social",3405,4,Patrimonio,true,true,
340545,Superávit método de participación,3405,4,Patrimonio,true,true,
3410,Saneamiento fiscal,34,3,Patrimonio,true,true,
3415,Ajustes por inflación Decreto 3019 de 1989,34,3,Patrimonio,true,true,
35,"Dividendos o participaciones decretados en acciones, cuotas o partes de interés social",3,2,Patrimonio,false,true,
3505,Dividendos decretados en acciones,35,3,Patrimonio,true,true,
3510,Participaciones decretadas en cuotas o partes de interés social,35,3,Patrimonio,true,true,
36,Resultados del ejercicio,3,2,Patrimonio,false,true,
3605,Utilidad del ejercicio,36,3,Patrimonio,true,true,
3610,Pérdida del ejercicio,36,3,Patrimonio,true,true,
37,Resultados de ejercicios anteriores,3,2,Patrimonio,false,true,
3705,Utilidades acumuladas,37,3,Patrimonio,true,true,
3710,Pérdidas acumuladas,37,3,Patrimonio,true,true,
38,Superávit por valorizaciones,3,2,Patrimonio,false,true,
3805,De inversiones,38,3,Patrimonio,false,true,
380505,Acciones,3805,4,Patrimonio,true,true,
380510,Cuotas o partes de interés social,3805,4,Patrimonio,true,true,
380515,Derechos fiduciarios,3805,4,Patrimonio,true,true,
3810,"De propiedades, planta y equipo",38,3,Patrimonio,false,true,
381004,Terrenos,3810,4,Patrimonio,true,true,
381006,Materiales proyectos petroleros,3810,4,Patrimonio,true,true,
381008,Construcciones y edificaciones,3810,4,Patrimonio,true,true,
381012,Maquinaria y equipo,3810,4,Patrimonio,true,true,
381016,Equipo de oficina,3810,4,Patrimonio,true,true,
381020,Equipo de computación y comunicación,3810,4,Patrimonio,true,true,
381024,Equipo médico-científico,3810,4,Patrimonio,true,true,
381028,Equipo de hoteles y restaurantes,3810,4,Patrimonio,true,true,
381032,Flota y equipo de transporte,3810,4,Patrimonio,true,true,
381036,Flota y equipo fluvial y/o marítimo,3810,4,Patrimonio,true,true,
381040,Flota y equipo aéreo,3810,4,Patrimonio,true,true,
381044,Flota y equipo férreo,3810,4,Patrimonio,true,true,
381048,"Acueductos, plantas y redes",3810,4,Patrimonio,true,true,
381052,Armamento de vigilancia,3810,4,Patrimonio,true,true,
381056,Envases y empaques,3810,4,Patrimonio,true,true,
381060,Plantaciones agrícolas y forestales,3810,4,Patrimonio,true,true,
381064,Vías de comunicación,3810,4,Patrimonio,true,true,
381068,Minas y canteras,3810,4,Patrimonio,true,true,
381072,Pozos artesianos,3810,4,Patrimonio,true,true,
381076,Yacimientos,3810,4,Patrimonio,true,true,
381080,Semovientes,3810,4,Patrimonio,true,true,
3895,De otros activos,38,3,Patrimonio,false,true,
389505,Bienes de arte y cultura,3895,4,Patrimonio,true,true,
389510,Bienes entregados en comodato,3895,4,Patrimonio,true,true,
389515,Bienes recibidos en pago,3895,4,Patrimonio,true,true,
389520,Inventario de semovientes,3895,4,Patrimonio,true,true,
4,Ingresos,,1,Ingreso,false,true,
41,Operacionales,4,2,Ingreso,false,true,
4105,"Agricultura, ganadería, caza y silvicultura",41,3,Ingreso,false,true,
410505,Cultivo de cereales,4105,4,Ingreso,true,true,
410510,"Cultivos de hortalizas, legumbres y plantas ornamentales",4105,4,Ingreso,true,true,
410515,"Cultivos de frutas, nueces y plantas aromáticas",4105,4,Ingreso,true,true,
410520,Cultivo de café,4105,4,Ingreso,true,true,
410525,Cultivo de flores,4105,4,Ingreso,true,true,
410530,Cultivo de caña de azúcar,4105,4,Ingreso,true,true,
410535,Cultivo de algodón y plantas para material textil,4105,4,Ingreso,true,true,
410540,Cultivo de banano,4105,4,Ingreso,true,true,
410545,Otros cultivos agrícolas,4105,4,Ingreso,true,true,
410550,"Cría de ovejas, cabras, asnos, mulas y burdéganos",4105,4,Ingreso,true,true,
410555,Cría de ganado caballar y vacuno,4105,4,Ingreso,true,true,
410560,Producción avícola,4105,4,Ingreso,true,true,
410565,Cría de otros animales,4105,4,Ingreso,true,true,
410570,Servicios agrícolas y ganaderos,4105,4,Ingreso,true,true,
410575,Actividad de caza,4105,4,Ingreso,true,true,
410580,Actividad de silvicultura,4105,4,Ingreso,true,true,
410595,Actividades conexas,4105,4,Ingreso,true,true,
410599,Ajustes por inflación,4105,4,Ingreso,true,true,
4110,Pesca,41,3,Ingreso,false,true,
411005,Actividad de pesca,4110,4,Ingreso,true,true,
411010,Explotación de criaderos de peces,4110,4,Ingreso,true,true,
411095,Actividades conexas,4110,4,Ingreso,true,true,
411099,Ajustes por inflación,4110,4,Ingreso,true,true,
4115,Explotación de minas y canteras,41,3,Ingreso,false,true,
411505,Carbón,4115,4,Ingreso,true,true,
411510,Petróleo crudo,4115,4,Ingreso,true,true,
411512,Gas natural,4115,4,Ingreso,true,true,
411514,Servicios relacionados con extracción de petróleo y gas,4115,4,Ingreso,true,true,
411515,Minerales de hierro,4115,4,Ingreso,true,true,
411520,Minerales metalíferos no ferrosos,4115,4,Ingreso,true,true,
411525,"Piedra, arena y arcilla",4115,4,Ingreso,true,true,
411527,Piedras preciosas,4115,4,Ingreso,true,true,
411528,Oro,4115,4,Ingreso,true,true,
411530,Otras minas y canteras,4115,4,Ingreso,true,true,
411532,Prestación de servicios sector minero,4115,4,Ingreso,true,true,
411595,Actividades conexas,4115,4,Ingreso,true,true,
411599,Ajustes por inflación,4115,4,Ingreso,true,true,
4120,Industrias manufactureras,41,3,Ingreso,false,true,
412001,Producción y procesamiento de carnes y productos cárnicos,4120,4,Ingreso,true,true,
412002,Productos de pescado,4120,4,Ingreso,true,true,
412003,"Productos de frutas, legumbres y hortalizas",4120,4,Ingreso,true,true,
412004,Elaboración de aceites y grasas,4120,4,Ingreso,true,true,
412005,Elaboración de productos lácteos,4120,4,Ingreso,true,true,
412006,Elaboración de productos de molinería,4120,4,Ingreso,true,true,
412007,Elaboración de almidones y derivados,4120,4,Ingreso,true,true,
412008,Elaboración de alimentos para animales,4120,4,Ingreso,true,true,
412009,Elaboración de productos para panadería,4120,4,Ingreso,true,true,
412010,Elaboración de azúcar y melazas,4120,4,Ingreso,true,true,
412011,"Elaboración de cacao, chocolate y confitería",4120,4,Ingreso,true,true,
412012,Elaboración de pastas y productos farináceos,4120,4,Ingreso,true,true,
412013,Elaboración de productos de café,4120,4,Ingreso,true,true,
412014,Elaboración de otros productos alimenticios,4120,4,Ingreso,true,true,
412015,Elaboración de bebidas alcohólicas y alcohol etílico,4120,4,Ingreso,true,true,
412016,Elaboración de vinos,4120,4,Ingreso,true,true,
412017,Elaboración de bebidas malteadas y de malta,4120,4,Ingreso,true,true,
412018,Elaboración de bebidas no alcohólicas,4120,4,Ingreso,true,true,
412019,Elaboración de productos de tabaco,4120,4,Ingreso,true,true,
412020,Preparación e hilatura de fibras textiles y tejeduría,4120,4,Ingreso,true,true,
412021,Acabado de productos textiles,4120,4,Ingreso,true,true,
412022,Elaboración de artículos de materiales textiles,4120,4,Ingreso,true,true,
412023,Elaboración de tapices y alfombras,4120,4,Ingreso,true,true,
412024,"Elaboración de cuerdas, cordeles, bramantes y redes",4120,4,Ingreso,true,true,
412025,Elaboración de otros productos textiles,4120,4,Ingreso,true,true,
412026,Elaboración de tejidos,4120,4,Ingreso,true,true,
412027,Elaboración de prendas de vestir,4120,4,Ingreso,true,true,
412028,"Preparación, adobo y teñido de pieles",4120,4,Ingreso,true,true,
412029,"Curtido, adobo o preparación de cuero",4120,4,Ingreso,true,true,
412030,"Elaboración de maletas, bolsos y similares",4120,4,Ingreso,true,true,
412031,Elaboración de calzado,4120,4,Ingreso,true,true,
412032,"Producción de madera, artículos de madera y corcho",4120,4,Ingreso,true,true,
412033,"Elaboración de pasta y productos de madera, papel y cartón",4120,4,Ingreso,true,true,
412034,Ediciones y publicaciones,4120,4,Ingreso,true,true,
412035,Impresión,4120,4,Ingreso,true,true,
412036,Servicios relacionados con la edición y la impresión,4120,4,Ingreso,true,true,
412037,Reproducción de grabaciones,4120,4,Ingreso,true,true,
412038,Elaboración de productos de horno de coque,4120,4,Ingreso,true,true,
412039,Elaboración de productos de la refinación de petróleo,4120,4,Ingreso,true,true,
412040,Elaboración de sustancias químicas básicas,4120,4,Ingreso,true,true,
412041,Elaboración de abonos y compuestos de nitrógeno,4120,4,Ingreso,true,true,
412042,Elaboración de plástico y caucho sintético,4120,4,Ingreso,true,true,
412043,Elaboración de productos químicos de uso agropecuario,4120,4,Ingreso,true,true,
412044,"Elaboración de pinturas, tintas y masillas",4120,4,Ingreso,true,true,
412045,Elaboración de productos farmacéuticos y botánicos,4120,4,Ingreso,true,true,
412046,"Elaboración de jabones, detergentes y preparados de tocador",4120,4,Ingreso,true,true,
412047,Elaboración de otros productos químicos,4120,4,Ingreso,true,true,
412048,Elaboración de fibras,4120,4,Ingreso,true,true,
412049,Elaboración de otros productos de caucho,4120,4,Ingreso,true,true,
412050,Elaboración de productos de plástico,4120,4,Ingreso,true,true,
412051,Elaboración de vidrio y productos de vidrio,4120,4,Ingreso,true,true,
412052,"Elaboración de productos de cerámica, loza, piedra, arcilla y porcelana",4120,4,Ingreso,true,true,
412053,"Elaboración de cemento, cal y yeso",4120,4,Ingreso,true,true,
412054,"Elaboración de artículos de hormigón, cemento y yeso",4120,4,Ingreso,true,true,
412055,"Corte, tallado y acabado de la piedra",4120,4,Ingreso,true,true,
412056,Elaboración de otros productos minerales no metálicos,4120,4,Ingreso,true,true,
412057,Industrias básicas y fundición de hierro y acero,4120,4,Ingreso,true,true,
412058,Productos primarios de metales preciosos y de metales no ferrosos,4120,4,Ingreso,true,true,
412059,Fundición de metales no ferrosos,4120,4,Ingreso,true,true,
412060,Fabricación de productos metálicos para uso estructural,4120,4,Ingreso,true,true,
412061,"Forja, prensado, estampado, laminado de metal y pulvimetalurgia",4120,4,Ingreso,true,true,
412062,Revestimiento de metales y obras de ingeniería mecánica,4120,4,Ingreso,true,true,
412063,Fabricación de artículos de ferretería,4120,4,Ingreso,true,true,
412064,Elaboración de otros productos de metal,4120,4,Ingreso,true,true,
412065,Fabricación de maquinaria y equipo,4120,4,Ingreso,true,true,
412066,Fabricación de equipos de elevación y manipulación,4120,4,Ingreso,true,true,
412067,Elaboración de aparatos de uso doméstico,4120,4,Ingreso,true,true,
412068,Elaboración de equipo de oficina,4120,4,Ingreso,true,true,
412069,Elaboración de pilas y baterías primarias,4120,4,Ingreso,true,true,
412070,Elaboración de equipo de iluminación,4120,4,Ingreso,true,true,
412071,Elaboración de otros tipos de equipo eléctrico,4120,4,Ingreso,true,true,
412072,"Fabricación de equipos de radio, televisión y comunicaciones",4120,4,Ingreso,true,true,
412073,Fabricación de aparatos e instrumentos médicos,4120,4,Ingreso,true,true,
412074,Fabricación de instrumentos de medición y control,4120,4,Ingreso,true,true,
412075,Fabricación de instrumentos de óptica y equipo fotográfico,4120,4,Ingreso,true,true,
412076,Fabricación de relojes,4120,4,Ingreso,true,true,
412077,Fabricación de vehículos automotores,4120,4,Ingreso,true,true,
412078,Fabricación de carrocerías para automotores,4120,4,Ingreso,true,true,
412079,Fabricación de partes piezas y accesorios para automotores,4120,4,Ingreso,true,true,
412080,Fabricación y reparación de buques y otras embarcaciones,4120,4,Ingreso,true,true,
412081,Fabricación de locomotoras y material rodante para ferrocarriles,4120,4,Ingreso,true,true,
412082,Fabricación de aeronaves,4120,4,Ingreso,true,true,
412083,Fabricación de motocicletas,4120,4,Ingreso,true,true,
412084,Fabricación de bicicletas y sillas de ruedas,4120,4,Ingreso,true,true,
412085,Fabricación de otros tipos de transporte,4120,4,Ingreso,true,true,
412086,Fabricación de muebles,4120,4,Ingreso,true,true,
412087,Fabricación de joyas y artículos conexos,4120,4,Ingreso,true,true,
412088,Fabricación de instrumentos de música,4120,4,Ingreso,true,true,
412089,Fabricación de artículos y equipo para deporte,4120,4,Ingreso,true,true,
412090,Fabricación de juegos y juguetes,4120,4,Ingreso,true,true,
412091,Reciclamiento de desperdicios,4120,4,Ingreso,true,true,
412095,Productos de otras industrias manufactureras,4120,4,Ingreso,true,true,
412099,Ajustes por inflación,4120,4,Ingreso,true,true,
4125,"Suministro de electricidad, gas y agua",41,3,Ingreso,false,true,
412505,"Generación, captación y distribución de energía eléctrica",4125,4,Ingreso,true,true,
412510,Fabricación de gas y distribución de combustibles gaseosos,4125,4,Ingreso,true,true,
412515,"Captación, depuración y distribución de agua",4125,4,Ingreso,true,true,
412595,Actividades conexas,4125,4,Ingreso,true,true,
412599,Ajustes por inflación,4125,4,Ingreso,true,true,
4130,Construcción,41,3,Ingreso,false,true,
413005,Preparación de terrenos,4130,4,Ingreso,true,true,
413010,Construcción de edificios y obras de ingeniería civil,4130,4,Ingreso,true,true,
413015,Acondicionamiento de edificios,4130,4,Ingreso,true,true,
413020,Terminación de edificaciones,4130,4,Ingreso,true,true,
413025,Alquiler de equipo con operarios,4130,4,Ingreso,true,true,
413095,Actividades conexas,4130,4,Ingreso,true,true,
413099,Ajustes por inflación,4130,4,Ingreso,true,true,
4135,Comercio al por mayor y al por menor,41,3,Ingreso,false,true,
413502,Venta de vehículos automotores,4135,4,Ingreso,true,true,
413504,"Mantenimiento, reparación y lavado de vehículos automotores",4135,4,Ingreso,true,true,
413506,"Venta de partes, piezas y accesorios de vehículos automotores",4135,4,Ingreso,true,true,
413508,"Venta de combustibles sólidos, líquidos, gaseosos",4135,4,Ingreso,true,true,
413510,"Venta de lubricantes, aditivos, llantas y lujos para automotores",4135,4,Ingreso,true,true,
413512,Venta a cambio de retribución o por contrata,4135,4,Ingreso,true,true,
413514,"Venta de insumos, materias primas agropecuarias y flores",4135,4,Ingreso,true,true,
413516,Venta de otros insumos y materias primas no agropecuarias,4135,4,Ingreso,true,true,
413518,Venta de animales vivos y cueros,4135,4,Ingreso,true,true,
413520,Venta de productos en almacenes no especializados,4135,4,Ingreso,true,true,
413522,Venta de productos agropecuarios,4135,4,Ingreso,true,true,
413524,"Venta de productos textiles, de vestir, de cuero y calzado",4135,4,Ingreso,true,true,
413526,Venta de papel y cartón,4135,4,Ingreso,true,true,
413528,"Venta de libros, revistas, elementos de papelería, útiles y textos escolares",4135,4,Ingreso,true,true,
413530,"Venta de juegos, juguetes y artículos deportivos",4135,4,Ingreso,true,true,
413532,Venta de instrumentos quirúrgicos y ortopédicos,4135,4,Ingreso,true,true,
413534,Venta de artículos en relojerías y joyerías,4135,4,Ingreso,true,true,
413536,Venta de electrodomésticos y muebles,4135,4,Ingreso,true,true,
413538,"Venta de productos de aseo, farmacéuticos, medicinales, y artículos de tocador",4135,4,Ingreso,true,true,
413540,"Venta de cubiertos, vajillas, cristalería, porcelanas, cerámicas y otros artículos de uso doméstico",4135,4,Ingreso,true,true,
413542,"Venta de materiales de construcción, fontanería y calefacción",4135,4,Ingreso,true,true,
413544,Venta de pinturas y lacas,4135,4,Ingreso,true,true,
413546,Venta de productos de vidrios y marquetería,4135,4,Ingreso,true,true,
413548,Venta de herramientas y artículos de ferretería,4135,4,Ingreso,true,true,
413550,Venta de químicos,4135,4,Ingreso,true,true,
413552,"Venta de productos intermedios, desperdicios y desechos",4135,4,Ingreso,true,true,
413554,"Venta de maquinaria, equipo de oficina y programas de computador",4135,4,Ingreso,true,true,
413556,Venta de artículos en cacharrerías y misceláneas,4135,4,Ingreso,true,true,
413558,Venta de instrumentos musicales,4135,4,Ingreso,true,true,
413560,Venta de artículos en casas de empeño y prenderías,4135,4,Ingreso,true,true,
413562,Venta de equipo fotográfico,4135,4,Ingreso,true,true,
413564,Venta de equipo óptico y de precisión,4135,4,Ingreso,true,true,
413566,Venta de empaques,4135,4,Ingreso,true,true,
413568,Venta de equipo profesional y científico,4135,4,Ingreso,true,true,
413570,"Venta de loterías, rifas, chance, apuestas y similares",4135,4,Ingreso,true,true,
413572,Reparación de efectos personales y electrodomésticos,4135,4,Ingreso,true,true,
413595,Venta de otros productos,4135,4,Ingreso,true,true,
413599,Ajustes por inflación,4135,4,Ingreso,true,true,
4140,Hoteles y restaurantes,41,3,Ingreso,false,true,
414005,Hotelería,4140,4,Ingreso,true,true,
414010,Campamento y otros tipos de hospedaje,4140,4,Ingreso,true,true,
414015,Restaurantes,4140,4,Ingreso,true,true,
414020,Bares y cantinas,4140,4,Ingreso,true,true,
414095,Actividades conexas,4140,4,Ingreso,true,true,
414099,Ajustes por inflación,4140,4,Ingreso,true,true,
4145,"Transporte, almacenamiento y comunicaciones",41,3,Ingreso,false,true,
414505,Servicio de transporte por carretera,4145,4,Ingreso,true,true,
414510,Servicio de transporte por vía férrea,4145,4,Ingreso,true,true,
414515,Servicio de transporte por vía acuática,4145,4,Ingreso,true,true,
414520,Servicio de transporte por vía aérea,4145,4,Ingreso,true,true,
414525,Servicio de transporte por tuberías,4145,4,Ingreso,true,true,
414530,Manipulación de carga,4145,4,Ingreso,true,true,
414535,Almacenamiento y depósito,4145,4,Ingreso,true,true,
414540,Servicios complementarios para el transporte,4145,4,Ingreso,true,true,
414545,Agencias de viaje,4145,4,Ingreso,true,true,
414550,Otras agencias de transporte,4145,4,Ingreso,true,true,
414555,Servicio postal y de correo,4145,4,Ingreso,true,true,
414560,Servicio telefónico,4145,4,Ingreso,true,true,
414565,Servicio de telégrafo,4145,4,Ingreso,true,true,
414570,Servicio de transmisión de datos,4145,4,Ingreso,true,true,
414575,Servicio de radio y televisión por cable,4145,4,Ingreso,true,true,
414580,Transmisión de sonido e imágenes por contrato,4145,4,Ingreso,true,true,
414595,Actividades conexas,4145,4,Ingreso,true,true,
414599,Ajustes por inflación,4145,4,Ingreso,true,true,
4150,Actividad financiera,41,3,Ingreso,false,true,
415005,Venta de inversiones,4150,4,Ingreso,true,true,
415010,Dividendos de sociedades anónimas y/o asimiladas,4150,4,Ingreso,true,true,
415015,Participaciones de sociedades limitadas y/o asimiladas,4150,4,Ingreso,true,true,
415020,Intereses,4150,4,Ingreso,true,true,
415025,Reajuste monetario-UPAC (hoy UVR),4150,4,Ingreso,true,true,
415030,Comisiones,4150,4,Ingreso,true,true,
415035,Operaciones de descuento,4150,4,Ingreso,true,true,
415040,Cuotas de inscripción-consorcios,4150,4,Ingreso,true,true,
415045,Cuotas de administración-consorcios,4150,4,Ingreso,true,true,
415050,Reajuste del sistema-consorcios,4150,4,Ingreso,true,true,
415055,Eliminación de suscriptores-consorcios,4150,4,Ingreso,true,true,
415060,Cuotas de ingreso o retiro-sociedad administradora,4150,4,Ingreso,true,true,
415065,Servicios a comisionistas,4150,4,Ingreso,true,true,
415070,Inscripciones y cuotas,4150,4,Ingreso,true,true,
415075,Recuperación de garantías,4150,4,Ingreso,true,true,
415080,Ingresos método de participación,4150,4,Ingreso,true,true,
415095,Actividades conexas,4150,4,Ingreso,true,true,
415099,Ajustes por inflación,4150,4,Ingreso,true,true,
4155,"Actividades inmobiliarias, empresariales y de alquiler",41,3,Ingreso,false,true,
415505,Arrendamientos de bienes inmuebles,4155,4,Ingreso,true,true,
415510,Inmobiliarias por retribución o contrata,4155,4,Ingreso,true,true,
415515,Alquiler equipo de transporte,4155,4,Ingreso,true,true,
415520,Alquiler maquinaria y equipo,4155,4,Ingreso,true,true,
415525,Alquiler de efectos personales y enseres domésticos,4155,4,Ingreso,true,true,
415530,Consultoría en equipo y programas de informática,4155,4,Ingreso,true,true,
415535,Procesamiento de datos,4155,4,Ingreso,true,true,
415540,Mantenimiento y reparación de maquinaria de oficina,4155,4,Ingreso,true,true,
415545,Investigaciones científicas y de desarrollo,4155,4,Ingreso,true,true,
415550,Actividades empresariales de consultoría,4155,4,Ingreso,true,true,
415555,Publicidad,4155,4,Ingreso,true,true,
415560,Dotación de personal,4155,4,Ingreso,true,true,
415565,Investigación y seguridad,4155,4,Ingreso,true,true,
415570,Limpieza de inmuebles,4155,4,Ingreso,true,true,
415575,Fotografía,4155,4,Ingreso,true,true,
415580,Envase y empaque,4155,4,Ingreso,true,true,
415585,Fotocopiado,4155,4,Ingreso,true,true,
415590,Mantenimiento y reparación de maquinaria y equipo,4155,4,Ingreso,true,true,
415595,Actividades conexas,4155,4,Ingreso,true,true,
415599,Ajustes por inflación,4155,4,Ingreso,true,true,
4160,Enseñanza,41,3,Ingreso,false,true,
416005,Actividades relacionadas con la educación,4160,4,Ingreso,true,true,
416095,Actividades conexas,4160,4,Ingreso,true,true,
416099,Ajustes por inflación,4160,4,Ingreso,true,true,
4165,Servicios sociales y de salud,41,3,Ingreso,false,true,
416505,Servicio hospitalario,4165,4,Ingreso,true,true,
416510,Servicio médico,4165,4,Ingreso,true,true,
416515,Servicio odontológico,4165,4,Ingreso,true,true,
416520,Servicio de laboratorio,4165,4,Ingreso,true,true,
416525,Actividades veterinarias,4165,4,Ingreso,true,true,
416530,Actividades de servicios sociales,4165,4,Ingreso,true,true,
416595,Actividades conexas,4165,4,Ingreso,true,true,
416599,Ajustes por inflación,4165,4,Ingreso,true,true,
4170,"Otras actividades de servicios comunitarios, sociales y personales",41,3,Ingreso,false,true,
417005,Eliminación de desperdicios y aguas residuales,4170,4,Ingreso,true,true,
417010,Actividades de asociación,4170,4,Ingreso,true,true,
417015,Producción y distribución de filmes y videocintas,4170,4,Ingreso,true,true,
417020,Exhibición de filmes y videocintas,4170,4,Ingreso,true,true,
417025,Actividad de radio y televisión,4170,4,Ingreso,true,true,
417030,"Actividad teatral, musical y artística",4170,4,Ingreso,true,true,
417035,Grabación y producción de discos,4170,4,Ingreso,true,true,
417040,Entretenimiento y esparcimiento,4170,4,Ingreso,true,true,
417045,Agencias de noticias,4170,4,Ingreso,true,true,
417050,Lavanderías y similares,4170,4,Ingreso,true,true,
417055,Peluquerías y similares,4170,4,Ingreso,true,true,
417060,Servicios funerarios,4170,4,Ingreso,true,true,
417065,Zonas francas,4170,4,Ingreso,true,true,
417095,Actividades conexas,4170,4,Ingreso,true,true,
417099,Ajustes por inflación,4170,4,Ingreso,true,true,
4175,Devoluciones en ventas (DB),41,3,Ingreso,false,true,
417599,Ajustes por inflación,4175,4,Ingreso,true,true,
42,No operacionales,4,2,Ingreso,false,true,
4205,Otras ventas,42,3,Ingreso,false,true,
420505,Materia prima,4205,4,Ingreso,true,true,
420510,Material de desecho,4205,4,Ingreso,true,true,
420515,Materiales varios,4205,4,Ingreso,true,true,
420520,Productos de diversificación,4205,4,Ingreso,true,true,
420525,Excedentes de exportación,4205,4,Ingreso,true,true,
420530,Envases y empaques,4205,4,Ingreso,true,true,
420535,Productos agrícolas,4205,4,Ingreso,true,true,
420540,De propaganda,4205,4,Ingreso,true,true,
420545,Productos en remate,4205,4,Ingreso,true,true,
420550,Combustibles y lubricantes,4205,4,Ingreso,true,true,
420599,Ajustes por inflación,4205,4,Ingreso,true,true,
4210,Financieros,42,3,Ingreso,false,true,
421005,Intereses,4210,4,Ingreso,true,true,
421010,Reajuste monetario-UPAC (hoy UVR),4210,4,Ingreso,true,true,
421015,Descuentos amortizados,4210,4,Ingreso,true,true,
421020,Diferencia en cambio,4210,4,Ingreso,true,true,
421025,Financiación vehículos,4210,4,Ingreso,true,true,
421030,Financiación sistemas de viajes,4210,4,Ingreso,true,true,
421035,Aceptaciones bancarias,4210,4,Ingreso,true,true,
421040,Descuentos comerciales condicionados,4210,4,Ingreso,true,true,
421045,Descuentos bancarios,4210,4,Ingreso,true,true,
421050,Comisiones cheques de otras plazas,4210,4,Ingreso,true,true,
421055,Multas y recargos,4210,4,Ingreso,true,true,
421060,Sanciones cheques devueltos,4210,4,Ingreso,true,true,
421095,Otros,4210,4,Ingreso,true,true,
421099,Ajustes por inflación,4210,4,Ingreso,true,true,
4215,Dividendos y participaciones,42,3,Ingreso,false,true,
421505,De sociedades anónimas y/o asimiladas,4215,4,Ingreso,true,true,
421510,De sociedades limitadas y/o asimiladas,4215,4,Ingreso,true,true,
421599,Ajustes por inflación,4215,4,Ingreso,true,true,
4218,Ingresos método de participación,42,3,Ingreso,false,true,
421805,De sociedades anónimas y/o asimiladas,4218,4,Ingreso,true,true,
421810,De sociedades limitadas y/o asimiladas,4218,4,Ingreso,true,true,
